UNIQUE_CODE,FIRST_ORDER_DATE,LATEST_ORDER_DATE,TENURE_IN_COMPLETE_DAYS,STATUS,GMV_10K_LEVEL_VOICE_PLATFORM,CUISINE_TYPE,SERVICE_TYPE,SERVICE_RATE_PERCENT,ORDER_COUNT_VOICE_PLATFORM,ZIP_CODE,BUSINESS_PHONE_COUNT,WEEKLY_SERVICE_HOURS,TOTAL_MISTAKES_COUNT,AVG_CALL_DURATION_SECONDS
TEST##89176,2025-03-15,2025-10-05,204,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,4436,23666,1,62,13,64
TEST##85832,2023-08-10,2024-10-11,428,canceled,level_3 ($30000 to $39999),chinese_japanese,part_time,6.99,5082,25419,2,,13,83
TEST##87313,2024-06-17,2024-07-25,38,suspended,level_1 ($10000 to $19999),advanced,full_time,6.99,494,94578,1,,18,136
TEST##86825,2024-02-02,2024-09-08,219,suspended,level_0 ($0 to $9999),chinese_japanese,part_time,6.99,657,60048,1,,4,72
TEST##87911,2024-11-30,2025-07-17,229,canceled,level_0 ($0 to $9999),chinese_american,full_time,6.99,896,50219,1,,4,77
TEST##87038,2024-07-05,2024-08-04,30,suspended,level_0 ($0 to $9999),chinese_american,full_time,8.59,211,11215,1,,9,45
TEST##89552,2025-08-16,2025-10-06,51,active,level_2 ($20000 to $29999),chinese_american,part_time,6.99,1407,27807,1,32,10,61
TEST##86509,2023-11-19,2025-10-05,686,active,level_0 ($0 to $9999),chinese_american,full_time,6.99,3217,08904,1,68,9,74
TEST##86516,2023-11-22,2025-05-14,539,suspended,level_3 ($30000 to $39999),chinese_american,full_time,6.99,5404,16055,2,60,17,68
TEST##86967,2024-02-28,2024-06-30,123,canceled,level_0 ($0 to $9999),japanese,full_time,6.99,747,78723,1,,12,95
TEST##87297,2024-06-13,2024-12-17,187,suspended,level_0 ($0 to $9999),chinese_american,part_time,6.99,659,01069,2,45,19,82
TEST##85857,2023-08-10,2025-10-06,788,active,level_2 ($20000 to $29999),chinese_american,full_time,6.99,15871,81625,1,66,44,75
TEST##89626,2025-09-22,2025-10-06,14,active,level_2 ($20000 to $29999),advanced,full_time,6.99,245,08721,2,75,16,89
TEST##86721,2024-01-08,2024-12-23,350,suspended,level_0 ($0 to $9999),chinese_japanese,full_time,6.99,1641,33301,1,59,8,84
TEST##85171,2023-02-18,2023-07-23,155,canceled,level_3 ($30000 to $39999),japanese,full_time,6.99,4493,32221,2,,34,96
TEST##86812,2024-01-27,2024-02-02,6,canceled,level_0 ($0 to $9999),chinese_japanese,full_time,6.99,2,42141,1,,,42
TEST##87828,2024-10-24,2024-11-23,30,canceled,level_0 ($0 to $9999),chinese_american,full_time,6.99,20,10012,1,,,74
TEST##87155,2024-04-24,2024-05-28,34,canceled,level_0 ($0 to $9999),japanese,full_time,6.99,22,11201,1,,,52
TEST##87179,2024-05-07,2024-05-08,1,suspended,level_1 ($10000 to $19999),advanced,full_time,7.69,20,80207,1,,,122
TEST##85893,2023-10-27,2023-12-14,48,canceled,level_0 ($0 to $9999),japanese,full_time,6.99,244,07652,2,,,75
TEST##87888,2024-10-30,2025-10-06,341,active,level_5 ($50000 to $59999),pizza,full_time,7.99,23042,19124,1,91,131,89
TEST##87529,2024-07-30,2025-10-05,432,active,level_2 ($20000 to $29999),chinese_american,full_time,6.99,9237,33778,1,27,45,69
TEST##86139,2023-09-16,2025-10-05,750,active,level_4 ($40000 to $49999),chinese_american,full_time,6.99,33304,23434,2,66,171,97
TEST##89512,2025-08-01,2025-10-06,66,active,level_1 ($10000 to $19999),chinese_american,part_time,6.99,1437,08103,2,30,20,76
TEST##86338,2023-10-31,2025-10-02,702,active,level_0 ($0 to $9999),chinese_american,part_time,6.99,1004,49203,1,5,9,71
TEST##87052,2024-03-12,2025-10-05,572,active,level_3 ($30000 to $39999),chinese_american,full_time,7.79,23316,06110,2,66,198,79
TEST##86061,2023-08-31,2025-10-05,766,active,level_2 ($20000 to $29999),chinese_american,full_time,6.99,19287,19025,2,62,63,77
TEST##89652,2025-09-26,2025-10-05,9,active,level_4 ($40000 to $49999),chinese_american,full_time,7.99,484,32117,2,71,52,79
TEST##86732,2024-01-09,2025-10-05,635,active,level_1 ($10000 to $19999),chinese_american,full_time,8.19,12279,44312,2,69,49,81
TEST##85627,2023-06-05,2025-10-06,854,active,level_2 ($20000 to $29999),chinese_american,part_time,6.99,14694,33903,2,18,39,78
TEST##85995,2023-08-24,2025-04-02,587,canceled,level_1 ($10000 to $19999),chinese_american,full_time,8,10221,10463,1,,71,82
TEST##87532,2024-07-26,2025-10-05,436,active,level_2 ($20000 to $29999),chinese_american,part_time,6.99,13079,48169,1,30,52,77
TEST##83932,2023-01-07,2025-10-02,999,active,level_1 ($10000 to $19999),chinese_american,part_time,6,3743,89129,1,4,63,100
TEST##89112,2025-02-21,2025-10-06,227,active,level_2 ($20000 to $29999),chinese_american,full_time,8.39,7465,36611,2,65,55,101
TEST##86098,2023-09-19,2024-08-31,347,suspended,level_0 ($0 to $9999),advanced,full_time,8,2749,80501,2,59,13,93
TEST##85908,2023-08-16,2025-10-05,781,active,level_1 ($10000 to $19999),chinese_american,part_time,6.99,5334,61231,1,27,18,62
TEST##89203,2025-03-28,2025-10-04,190,active,level_2 ($20000 to $29999),chinese_american,full_time,6.99,2839,14433,1,45,28,65
TEST##86511,2023-11-24,2024-04-29,157,canceled,level_0 ($0 to $9999),unknown,full_time,6.99,710,77072,1,,5,86
TEST##89268,2025-05-23,2025-06-26,34,suspended,level_0 ($0 to $9999),chinese_american,full_time,6.99,33,73127,1,60,5,79
TEST##86699,2024-01-01,2025-04-02,457,canceled,level_0 ($0 to $9999),chinese_american,full_time,6.99,1921,92057,1,,2,78
TEST##87093,2024-04-10,2025-10-06,544,active,level_5 ($50000 to $59999),chinese_american,full_time,8.19,31218,06770,1,71,192,90
TEST##85867,2023-08-17,2025-10-06,781,active,level_2 ($20000 to $29999),chinese_japanese,full_time,6.99,21427,37857,2,69,118,86
TEST##85895,2023-08-16,2025-10-06,782,active,level_2 ($20000 to $29999),advanced,full_time,7.69,14622,80226,2,68,69,100
TEST##86797,2024-01-13,2025-10-06,632,active,level_0 ($0 to $9999),chinese_american,full_time,6.99,3229,44256,2,74,22,61
TEST##87013,2024-03-02,2025-10-05,582,active,level_0 ($0 to $9999),chinese_japanese,full_time,8.09,3120,66046,2,64,37,90
TEST##85653,2023-06-13,2023-07-19,36,suspended,level_1 ($10000 to $19999),chinese_american,part_time,6.99,413,76634,2,,38,116
TEST##87933,2024-12-02,2025-03-03,91,suspended,level_2 ($20000 to $29999),chinese_american,full_time,7.59,1467,55407,2,68,7,95
TEST##87139,2024-04-18,2025-10-04,534,active,level_0 ($0 to $9999),chinese_american,part_time,6.99,1489,77061,1,9,5,85
TEST##86552,2023-11-29,2023-12-24,25,suspended,level_1 ($10000 to $19999),chinese_american,full_time,6.99,512,44484,2,,8,74
TEST##87185,2024-04-30,2024-08-14,106,suspended,level_2 ($20000 to $29999),chinese_american,full_time,6.99,2226,44286,2,68,8,59
TEST##87618,2024-08-17,2024-08-30,13,canceled,level_2 ($20000 to $29999),japanese,full_time,6.99,368,33853,,,21,97
TEST##87998,2024-12-21,2025-03-31,100,canceled,level_0 ($0 to $9999),chinese_american,part_time,6.99,72,33162,1,,3,73
TEST##85163,2023-02-11,2023-02-11,0,canceled,level_1 ($10000 to $19999),chinese_american,part_time,8.19,16,10027,2,,2,96
TEST##85028,2023-01-09,2024-09-27,627,canceled,level_0 ($0 to $9999),chinese_american,full_time,8,7688,76011,1,,58,97
TEST##87728,2024-09-17,2025-10-05,383,active,level_2 ($20000 to $29999),chinese_japanese,full_time,8.29,8987,21136,2,67,75,102
TEST##86007,2023-08-29,2024-05-10,255,suspended,level_1 ($10000 to $19999),unknown,full_time,8.09,3598,21222,3,,16,94
TEST##85039,2023-01-25,2023-04-04,69,suspended,level_11 ($110000 to $119999),advanced,full_time,6.5,9228,20735,3,,83,105
TEST##87027,2024-03-12,2025-10-05,572,active,level_2 ($20000 to $29999),chinese_american,full_time,7.59,14339,33426,2,64,98,91
TEST##87153,2024-04-27,2024-10-03,159,canceled,level_2 ($20000 to $29999),chinese_american,full_time,8.39,3540,23608,2,,31,101
TEST##85737,2023-07-05,2025-10-06,824,active,level_2 ($20000 to $29999),chinese_american,full_time,7.99,22864,19702,2,66,109,88
TEST##86106,2023-09-15,2025-10-05,751,active,level_2 ($20000 to $29999),chinese_american,part_time,7.99,18715,11572,2,27,38,82
TEST##87583,2024-08-07,2025-10-06,425,active,level_0 ($0 to $9999),chinese_american,full_time,6.99,5576,38018,2,70,27,76
TEST##87829,2024-10-25,2025-02-05,103,suspended,level_4 ($40000 to $49999),chinese_american,full_time,7.59,2323,91941,1,63,19,97
TEST##85332,2023-04-06,2023-07-22,107,suspended,level_2 ($20000 to $29999),chinese_american,part_time,6.99,1931,14620,2,27,9,85
TEST##86579,2023-12-07,2025-03-29,478,canceled,level_1 ($10000 to $19999),chinese_american,full_time,6.99,6552,33708,2,,167,104
TEST##85287,2023-03-24,2025-10-04,925,active,level_2 ($20000 to $29999),chinese_american,part_time,6.99,5786,49315,2,9,43,82
TEST##86723,2024-01-11,2024-10-03,266,canceled,level_1 ($10000 to $19999),chinese_japanese,part_time,7.89,5289,08096,2,,40,102
TEST##86968,2024-02-21,2025-10-05,592,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,6333,53177,1,46,14,68
TEST##85799,2023-07-20,2024-03-27,251,suspended,level_1 ($10000 to $19999),chinese_american,full_time,6.99,984,E2V 2H1,1,,20,90
TEST##87898,2024-11-17,2025-10-05,322,active,level_0 ($0 to $9999),chinese_american,full_time,6.99,1441,47441,1,63,7,67
TEST##87573,2024-07-31,2025-10-05,431,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,5544,67003,2,68,18,63
TEST##86172,2023-09-27,2023-10-24,27,suspended,level_3 ($30000 to $39999),chinese_american,full_time,7.99,951,32223,1,,15,91
TEST##87069,2024-03-28,2025-10-06,557,active,level_0 ($0 to $9999),chinese_japanese,full_time,6.99,1979,95969,2,71,7,82
TEST##86773,2024-01-18,2024-09-03,229,suspended,level_1 ($10000 to $19999),chinese_japanese,full_time,6.99,2702,32034,1,,14,85
TEST##89033,2025-01-13,2025-10-06,266,active,level_3 ($30000 to $39999),chinese_american,part_time,6.99,9683,27889,1,42,16,61
TEST##86995,2024-02-29,2024-05-15,76,canceled,level_1 ($10000 to $19999),chinese_american,full_time,8,1514,26505,2,,9,68
TEST##89619,2025-09-18,2025-10-05,17,active,level_0 ($0 to $9999),chinese_american,full_time,6.99,105,14226,1,57,8,93
TEST##89229,2025-04-19,2025-04-29,10,canceled,level_0 ($0 to $9999),chinese_american,full_time,6.99,14,06437,2,,9,100
TEST##85195,2023-02-23,2025-10-06,956,active,level_6 ($60000 to $69999),chinese_american,part_time,6.99,67132,23851,1,61,187,72
TEST##86083,2023-09-29,2025-10-05,737,active,level_1 ($10000 to $19999),japanese,full_time,6.99,7791,33912,1,62,182,84
TEST##89253,2025-04-22,2025-10-05,166,active,level_2 ($20000 to $29999),chinese_japanese,full_time,6.99,5384,29681,1,65,46,82
TEST##86853,2024-01-27,2025-10-05,617,active,level_3 ($30000 to $39999),chinese_american,full_time,7.59,18320,61350,2,66,74,82
TEST##85085,2023-01-23,2025-05-31,859,suspended,level_2 ($20000 to $29999),chinese_american,full_time,6.99,17701,44512,2,59,54,74
TEST##87169,2024-04-28,2025-10-06,526,active,level_1 ($10000 to $19999),advanced,full_time,6.99,6934,33409,1,76,66,100
TEST##87693,2024-10-24,2025-10-06,347,active,level_0 ($0 to $9999),advanced,full_time,5.1,1455,70112,1,81,27,80
TEST##85075,2023-01-24,2025-10-05,985,active,level_2 ($20000 to $29999),chinese_american,full_time,6.99,30299,27521,2,59,72,61
TEST##89325,2025-06-18,2025-10-06,110,active,level_2 ($20000 to $29999),advanced,part_time,7.69,2061,06401,2,69,44,99
TEST##85325,2023-04-05,2025-10-02,911,active,level_1 ($10000 to $19999),advanced,part_time,7.65,3441,01835,2,12,24,114
TEST##89385,2025-07-21,2025-10-05,76,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,856,02769,1,61,8,95
TEST##89301,2025-05-20,2025-10-05,138,active,level_2 ($20000 to $29999),chinese_american,full_time,8.19,3579,12206,2,28,22,100
TEST##87351,2024-06-26,2025-10-05,466,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,11228,21205,1,69,48,77
TEST##87002,2024-03-02,2025-03-09,372,canceled,level_2 ($20000 to $29999),chinese_american,full_time,6.99,7244,18951,1,,9,70
TEST##87978,2024-12-11,2025-10-03,296,active,level_3 ($30000 to $39999),chinese_american,part_time,6.99,4000,45503,1,5,11,66
TEST##87997,2024-12-18,2025-01-12,25,canceled,level_8 ($80000 to $89999),chinese_american,part_time,7.59,1374,07624,2,,5,94
TEST##87766,2024-09-30,2025-02-02,125,canceled,level_0 ($0 to $9999),japanese,full_time,6.99,244,07102,1,,3,74
TEST##85526,2023-05-12,2025-10-06,878,active,level_2 ($20000 to $29999),chinese_japanese,full_time,7.65,18015,08753,2,69,87,103
TEST##86697,2023-12-30,2025-10-06,646,active,level_3 ($30000 to $39999),chinese_american,full_time,6.99,32087,62703,1,67,102,67
TEST##86527,2023-11-22,2025-10-06,684,active,level_3 ($30000 to $39999),chinese_american,full_time,6.99,24881,32304,1,72,150,81
TEST##86595,2023-12-05,2025-10-05,670,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,16415,21212,2,67,105,93
TEST##86865,2024-02-02,2025-10-05,611,active,level_3 ($30000 to $39999),chinese_japanese,part_time,6.99,17758,29323,1,37,187,80
TEST##85182,2023-02-25,2025-10-06,954,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,18028,19966,1,53,73,67
TEST##89382,2025-07-23,2025-10-05,74,active,level_4 ($40000 to $49999),chinese_american,full_time,6.99,3805,20186,1,64,19,70
TEST##87702,2024-10-13,2025-10-06,358,active,level_2 ($20000 to $29999),chinese_american,full_time,6.99,6524,48450,2,61,13,81
TEST##89669,2025-10-03,2025-10-05,2,active,level_1 ($10000 to $19999),chinese_american,full_time,,46,32217,2,67,13,153
TEST##85392,2023-04-28,2023-05-12,14,canceled,level_1 ($10000 to $19999),chinese_american,full_time,8,187,85283,2,,7,99
TEST##89675,2025-10-05,2025-10-06,1,active,level_3 ($30000 to $39999),chinese_american,full_time,,104,43213,2,68,17,64
TEST##87692,2024-09-03,2024-12-31,119,canceled,level_0 ($0 to $9999),chinese_japanese,full_time,6.99,1001,46236,2,,6,69
TEST##89535,2025-08-12,2025-10-05,54,active,level_0 ($0 to $9999),chinese_american,full_time,6.99,459,49097,,58,3,80
TEST##86166,2023-12-20,2024-09-03,258,suspended,level_0 ($0 to $9999),japanese,full_time,6.69,460,12211,2,,1,92
TEST##86197,2023-10-16,2024-05-28,225,suspended,level_1 ($10000 to $19999),japanese,full_time,6.99,7015,29631,2,,16,76
TEST##85532,2023-12-31,2025-10-06,645,active,level_5 ($50000 to $59999),advanced,full_time,5.1,24486,70364,1,79,53,76
TEST##85858,2023-07-31,2025-10-06,798,active,level_2 ($20000 to $29999),chinese_american,full_time,7.99,23849,02895,3,66,122,104
TEST##87135,2024-05-01,2025-01-22,266,canceled,level_2 ($20000 to $29999),japanese,part_time,6.99,8071,23453,1,,54,104
TEST##89521,2025-08-06,2025-10-05,60,active,level_3 ($30000 to $39999),chinese_american,full_time,6.99,2281,33127,1,67,52,104
TEST##86335,2023-10-28,2025-10-06,709,active,level_1 ($10000 to $19999),unknown,full_time,8,10088,23453,2,62,47,79
TEST##87176,2024-05-15,2025-03-24,313,canceled,level_0 ($0 to $9999),advanced,part_time,8.39,502,30341,1,11,18,127
TEST##86525,2023-11-28,2025-10-05,677,active,level_0 ($0 to $9999),chinese_american,full_time,6.99,4360,44425,1,61,18,67
TEST##86103,2023-09-14,2025-05-02,596,canceled,level_1 ($10000 to $19999),chinese_american,part_time,7.59,4605,11741,2,,25,93
TEST##87131,2024-04-15,2025-10-06,539,active,level_0 ($0 to $9999),chinese_japanese,full_time,6.99,4453,27409,1,76,17,79
TEST##85773,2023-07-11,2023-07-14,3,suspended,level_0 ($0 to $9999),advanced,full_time,6.99,36,36582,1,,6,116
TEST##86378,2023-11-09,2025-10-05,696,active,level_0 ($0 to $9999),chinese_american,full_time,6.99,3918,25401,1,64,18,68
TEST##89623,2025-09-17,2025-10-05,18,active,level_2 ($20000 to $29999),chinese_american,full_time,6.99,394,45459,1,60,19,72
TEST##86613,2023-12-16,2025-06-12,544,suspended,level_0 ($0 to $9999),japanese,full_time,6.99,2354,32207,1,58,11,69
TEST##85703,2023-06-30,2023-09-11,73,suspended,level_0 ($0 to $9999),japanese,full_time,6.99,407,67846,1,,4,78
TEST##86198,2023-10-07,2024-01-31,116,canceled,level_1 ($10000 to $19999),chinese_american,part_time,6.99,888,53012,2,,5,73
TEST##87522,2024-07-22,2025-05-12,294,suspended,level_2 ($20000 to $29999),chinese_american,part_time,6.99,7023,27864,2,,24,67
TEST##86223,2023-10-06,2025-10-06,731,active,level_3 ($30000 to $39999),chinese_american,full_time,6.99,29351,32340,2,57,63,68
TEST##85351,2023-04-15,2025-09-30,899,active,level_2 ($20000 to $29999),chinese_american,part_time,8.19,17642,07670,2,5,78,86
TEST##87655,2024-08-22,2025-10-05,409,active,level_2 ($20000 to $29999),chinese_japanese,full_time,7.65,4914,08091,1,68,51,99
TEST##89086,2025-02-07,2025-05-31,113,canceled,level_2 ($20000 to $29999),advanced,full_time,6.99,3030,70508,1,,39,93
TEST##89202,2025-04-02,2025-10-05,186,active,level_4 ($40000 to $49999),chinese_american,full_time,6.99,5482,80012,2,59,58,85
TEST##85783,2023-07-19,2025-10-05,809,active,level_2 ($20000 to $29999),chinese_american,part_time,6.99,21554,28584,2,50,118,70
TEST##85809,2023-08-01,2025-04-30,638,suspended,level_1 ($10000 to $19999),advanced,full_time,8,7985,20879,2,65,38,89
TEST##85528,2023-05-11,2023-09-14,126,canceled,level_2 ($20000 to $29999),chinese_american,part_time,8.39,1476,07064,1,,21,102
TEST##85376,2023-04-20,2025-10-05,899,active,level_2 ($20000 to $29999),chinese_american,part_time,6.99,31293,29379,1,33,119,72
TEST##87677,2024-08-29,2025-10-06,403,active,level_2 ($20000 to $29999),chinese_american,full_time,6.99,8558,11101,2,63,17,64
TEST##86975,2024-02-21,2025-10-05,592,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,10394,53925,1,27,18,77
TEST##85273,2023-03-28,2024-03-31,369,suspended,level_1 ($10000 to $19999),advanced,full_time,7.69,3720,46219,1,,13,77
TEST##85375,2023-05-01,2023-10-17,169,suspended,level_2 ($20000 to $29999),chinese_american,part_time,7.59,1495,06040,1,,27,106
TEST##89213,2025-04-01,2025-10-05,187,active,level_0 ($0 to $9999),chinese_american,full_time,7.59,383,60630,1,60,9,92
TEST##86269,2023-10-17,2025-10-05,719,active,level_1 ($10000 to $19999),chinese_american,part_time,7.59,5203,18954,2,14,12,83
TEST##87661,2024-08-26,2024-08-26,0,suspended,level_0 ($0 to $9999),chinese_american,part_time,6.99,8,24540,2,54,5,90
TEST##86515,2023-11-24,2025-10-06,682,active,level_2 ($20000 to $29999),chinese_american,full_time,8.59,35433,11221,1,83,267,91
TEST##86772,2024-01-11,2025-10-06,634,active,level_3 ($30000 to $39999),chinese_american,full_time,8.39,24680,06002,2,68,266,92
TEST##87733,2024-09-19,2025-09-02,348,canceled,level_2 ($20000 to $29999),chinese_american,full_time,6.99,8989,63135,1,9,116,86
TEST##89322,2025-07-09,2025-10-06,89,active,level_0 ($0 to $9999),chinese_american,full_time,6.99,460,94533,1,51,19,98
TEST##89093,2025-02-12,2025-10-05,235,active,level_1 ($10000 to $19999),chinese_american,part_time,8.59,2851,11776,2,26,22,110
TEST##87236,2024-05-20,2024-06-22,33,canceled,level_2 ($20000 to $29999),advanced,full_time,7.59,814,80227,2,,53,144
TEST##86107,2023-09-26,2025-10-05,740,active,level_1 ($10000 to $19999),unknown,full_time,6.99,9943,21202,2,65,84,90
TEST##87205,2024-05-14,2025-05-16,367,suspended,level_1 ($10000 to $19999),chinese_american,part_time,6.99,1740,21220,2,9,12,77
TEST##89569,2025-08-20,2025-10-05,46,active,level_1 ($10000 to $19999),chinese_american,full_time,7.79,527,18360,1,70,12,92
TEST##89337,2025-06-23,2025-10-06,105,active,level_2 ($20000 to $29999),chinese_american,full_time,8.39,3888,11375,2,56,58,103
TEST##87309,2024-06-18,2025-10-06,475,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,17147,19023,1,71,51,62
TEST##85387,2023-04-22,2025-10-06,898,active,level_2 ($20000 to $29999),chinese_american,full_time,7.99,24150,13501,1,78,137,90
TEST##85381,2023-04-27,2025-10-06,893,active,level_4 ($40000 to $49999),advanced,full_time,6.99,55997,20653,2,77,118,77
TEST##87519,2024-07-20,2025-09-27,434,suspended,level_1 ($10000 to $19999),advanced,part_time,7.59,1374,97459,2,8,19,126
TEST##86519,2023-11-24,2024-05-27,185,suspended,level_2 ($20000 to $29999),chinese_american,full_time,6.99,4199,19707,2,,23,79
TEST##86577,2023-12-12,2023-12-31,19,canceled,level_3 ($30000 to $39999),chinese_american,full_time,7.59,630,10710,2,,9,101
TEST##87208,2024-05-21,2024-06-20,30,suspended,level_0 ($0 to $9999),advanced,full_time,6.99,56,27858,1,,10,76
TEST##85667,2023-06-18,2023-10-09,113,canceled,level_1 ($10000 to $19999),advanced,full_time,6.99,1072,N0B1S0,1,,5,85
TEST##89527,2025-08-09,2025-10-05,57,active,level_2 ($20000 to $29999),chinese_american,part_time,6.99,784,08034,,14,8,79
TEST##86297,2023-10-31,2025-10-05,705,active,level_5 ($50000 to $59999),chinese_japanese,full_time,6.99,34772,61455,1,60,101,70
TEST##85326,2023-04-05,2025-10-05,914,active,level_3 ($30000 to $39999),chinese_american,full_time,7.59,31616,08724,1,32,217,78
TEST##85055,2023-01-17,2025-10-05,992,active,level_2 ($20000 to $29999),japanese,full_time,6.99,27348,27106,1,63,61,72
TEST##86816,2024-01-24,2025-10-05,620,active,level_1 ($10000 to $19999),chinese_american,part_time,6.99,7130,08833,2,58,33,70
TEST##85233,2023-03-06,2024-04-04,395,canceled,level_2 ($20000 to $29999),advanced,part_time,6.99,9903,28461,2,,25,61
TEST##86858,2024-01-27,2025-10-05,617,active,level_3 ($30000 to $39999),chinese_american,full_time,6.99,22484,34601,1,66,88,90
TEST##86891,2024-02-04,2025-10-06,610,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,9625,60467,1,58,49,79
TEST##86029,2023-08-28,2025-10-06,770,active,level_2 ($20000 to $29999),advanced,full_time,6.99,24948,20009,2,59,61,68
TEST##87779,2024-10-04,2025-10-06,367,active,level_1 ($10000 to $19999),advanced,full_time,8.49,6972,23805,2,65,55,80
TEST##89173,2025-03-14,2025-10-05,205,active,level_2 ($20000 to $29999),chinese_american,part_time,7.59,2538,17522,2,14,28,89
TEST##85169,2023-02-13,2025-10-06,966,active,level_3 ($30000 to $39999),chinese_american,full_time,6.99,45192,33610,1,61,160,76
TEST##86736,2024-01-09,2025-10-05,635,active,level_3 ($30000 to $39999),chinese_american,full_time,6.99,18888,60068,2,58,46,81
TEST##86208,2023-10-03,2024-06-30,271,canceled,level_2 ($20000 to $29999),chinese_american,full_time,6.99,7134,19064,2,,23,65
TEST##87551,2024-07-27,2024-11-22,118,suspended,level_1 ($10000 to $19999),chinese_american,full_time,6.99,1519,94513,2,74,13,101
TEST##86593,2024-01-03,2024-01-24,21,suspended,level_1 ($10000 to $19999),japanese,full_time,6.99,87,24502,2,,8,111
TEST##85619,2023-05-31,2023-06-03,3,suspended,level_3 ($30000 to $39999),chinese_american,part_time,6.99,148,29455,1,,10,100
TEST##89517,2025-08-06,2025-10-06,61,active,level_0 ($0 to $9999),chinese_american,full_time,7.99,503,02458,1,62,3,82
TEST##85262,2023-03-18,2025-10-05,932,active,level_4 ($40000 to $49999),chinese_american,full_time,6.99,41777,23703,1,63,220,82
TEST##87081,2024-04-02,2025-10-05,551,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,13666,27882,1,68,41,72
TEST##87982,2024-12-13,2025-01-11,29,suspended,level_3 ($30000 to $39999),chinese_american,full_time,6.99,1030,08312,2,,4,61
TEST##85892,2023-08-18,2025-01-21,522,suspended,level_7 ($70000 to $79999),advanced,part_time,7.59,6859,01844,2,42,71,124
TEST##85602,2023-05-30,2025-10-05,859,active,level_2 ($20000 to $29999),chinese_american,full_time,6.99,26678,41139,2,62,88,71
TEST##86279,2023-10-21,2025-10-05,715,active,level_2 ($20000 to $29999),chinese_american,full_time,7.59,11889,33903,2,61,43,105
TEST##85788,2023-07-17,2025-10-06,812,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,14054,54552,1,57,57,69
TEST##85132,2023-02-09,2025-10-05,969,active,level_2 ($20000 to $29999),chinese_american,part_time,6.99,5017,31210,2,5,102,86
TEST##86662,2023-12-22,2024-07-29,220,canceled,level_0 ($0 to $9999),chinese_american,full_time,6.99,1258,28303,1,,19,92
TEST##87609,2024-08-15,2025-10-05,416,active,level_0 ($0 to $9999),chinese_american,full_time,6.99,797,97201,2,67,13,71
TEST##85722,2023-06-30,2023-09-10,72,suspended,level_2 ($20000 to $29999),chinese_american,full_time,6.99,2318,35004,2,,8,72
TEST##87608,2024-08-14,2025-01-31,170,canceled,level_0 ($0 to $9999),advanced,full_time,6.99,1792,11716,1,,15,91
TEST##87753,2024-09-21,2024-10-22,31,suspended,level_0 ($0 to $9999),advanced,full_time,6.99,286,77521,1,,6,85
TEST##85998,2023-08-29,2024-06-20,296,suspended,level_1 ($10000 to $19999),chinese_american,full_time,6.99,3629,53575,1,,10,69
TEST##85665,2023-06-10,2023-06-25,15,canceled,level_1 ($10000 to $19999),japanese,full_time,8,113,11566,2,,7,127
TEST##85206,2023-09-10,2023-09-10,0,suspended,level_0 ($0 to $9999),japanese,part_time,6.99,3,27603,1,,3,95
TEST##87067,2024-04-12,2024-08-30,140,canceled,level_0 ($0 to $9999),japanese,full_time,6.99,788,38261,1,,3,87
TEST##86683,2024-01-03,2024-01-03,0,suspended,level_0 ($0 to $9999),japanese,full_time,6.99,13,30345,1,,3,121
TEST##87012,2024-03-05,2025-10-06,580,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,12644,30909,2,62,107,81
TEST##86937,2024-02-19,2025-10-06,595,active,level_2 ($20000 to $29999),chinese_american,full_time,6.99,17012,07042,2,67,41,65
TEST##85036,2023-02-08,2023-02-19,11,suspended,level_9 ($90000 to $99999),chinese_american,full_time,7.79,1349,08701,,,138,80
TEST##85898,2023-08-14,2024-10-14,427,suspended,level_1 ($10000 to $19999),japanese,part_time,6.99,5328,35404,2,12,25,86
TEST##86835,2024-01-30,2025-10-05,614,active,level_1 ($10000 to $19999),advanced,part_time,6.99,7953,29842,1,30,24,70
TEST##87375,2024-07-11,2024-08-20,40,suspended,level_3 ($30000 to $39999),chinese_american,part_time,6.99,2124,48223,2,12,24,82
TEST##86695,2023-12-25,2024-01-07,13,suspended,level_2 ($20000 to $29999),chinese_american,part_time,7.79,419,02908,1,,11,110
TEST##86931,2024-02-13,2025-10-05,600,active,level_6 ($60000 to $69999),chinese_american,full_time,6.99,40743,34482,2,64,126,77
TEST##85335,2023-05-19,2023-07-28,70,suspended,level_1 ($10000 to $19999),chinese_american,part_time,6,601,89081,1,,19,114
TEST##89328,2025-06-19,2025-10-06,109,active,level_1 ($10000 to $19999),chinese_american,full_time,7.79,1391,10314,2,65,32,92
